,kpkv,year,name_eng,name_ukr,m_1_plan,m_1_fact,m_1_nspend,m_2_plan,m_2_fact,m_2_nspend,m_3_plan,m_3_fact,m_3_nspend,m_4_plan,m_4_fact,m_4_nspend,m_5_plan,m_5_fact,m_5_nspend,m_6_plan,m_6_fact,m_6_nspend,m_7_plan,m_7_fact,m_7_nspend,m_8_plan,m_8_fact,m_8_nspend,m_9_plan,m_9_fact,m_9_nspend,m_10_plan,m_10_fact,m_10_nspend,m_11_plan,m_11_fact,m_11_nspend,m_12_plan,m_12_fact,m_12_nspend,Annual Plan
1129,3609010,2020,Management and Management in the field of archival affairs,Керівництво та управління у сфері архівної справи,2008900,1765277.91,243622.09,2018200,1847222.75,414599.34,2042600,2122438.47,334760.87,2042600,2292275.91,85084.96,2289900,2077135,297849.96,2552000,2479722.53,370127.43,2548700,2368362.43,550465,2575400,2261595.9,864269.1,2337300,2180207.04,1021362.06,2096000,2738717.6,378644.46,2115500,1973357.77,520786.69,2003600,2477660.53,46726.16,26630700
1130,3609010,2021,Management and Management in the field of archival affairs,Керівництво та управління у сфері архівної справи,1787100,1657309.65,129790.35,1796100,1805485.6,120404.75,1820600,1773747.25,167257.5,2039900,1926902.68,280254.82,2277400,2131688.91,425965.91,2775500,2644105.34,557360.57,2773000,2616544.51,713816.06,2800000,2097601.91,1416214.15,2319900,2251879.4,1484234.75,2104200,2377511.54,1210923.21,2124700,2738589.65,597033.56,2137300,2670743.03,63590.53,26755700
1131,3609020,2018,Applied developments in the field of archival case and the insurance fund of documentation,Прикладні розробки у сфері архівної справи та страхового фонду документації,716600,678930.24,37669.76,738900,701611.41,74958.35,735200,767849.1,42309.25,762000,765123.28,39185.97,773200,780247.71,32138.26,967100,828554.94,170683.32,818400,758844.5,230238.82,829400,787691.08,271947.74,668900,867377.38,73470.36,700100,658900.93,114669.43,727600,734626.68,107642.75,843400,951042.75,0,9280800
1132,3609020,2019,Applied developments in the field of archival case and the insurance fund of documentation,Прикладні розробки у сфері архівної справи та страхового фонду документації,741100,683896.93,57203.07,764000,778998.87,42204.2,760800,755951.17,47053.03,767900,789422.77,25530.26,780000,734458.39,71071.87,1007000,989223.69,88848.18,1012600,981323.17,120125.01,1024600,902493.8,242231.21,818700,873029.06,187902.15,829900,728299.92,289502.23,837800,839893.69,287408.54,3067400,1175318.79,2179489.75,12411800
1133,3609020,2020,Scientific and scientific and technical activity in the field of archival affairs and insurance fund of documentation,Наукова і науково-технічна діяльність у сфері архівної справи та страхового фонду документації,818400,738037.35,80362.65,818400,787079.18,111683.47,815200,862724.57,64158.9,828200,823316.68,69042.22,834100,814434.59,88707.63,831900,834847.58,85760.05,831700,725101.86,192358.19,832500,936766.2,88091.99,912200,882002.21,118289.78,936300,931976.6,122613.18,954400,957805.01,119208.17,1034500,1153708.04,0.1300000008,10447800
1134,3609020,2021,Scientific and scientific and technical activity in the field of archival affairs and insurance fund of documentation,Наукова і науково-технічна діяльність у сфері архівної справи та страхового фонду документації,778900,620646.9,158253.1,779200,658746.46,278706.64,767000,943090.37,102616.27,780700,761250.42,122065.85,781300,781840.44,121525.41,998000,993005.2,126520.21,998000,998417.5,126102.71,1013000,733776.24,405326.47,796600,822375.62,379550.85,816900,863239.85,333211,857400,844894.24,345716.76,866900,1203234.03,9382.73,10233900
1135,3609030,2018,Ensuring the activities of archival institutions and institutions of the insurance fund of documentation,Забезпечення діяльності архівних установ та установ страхового фонду документації,11688700,9063807.48,2624892.52,12465300,12838155.21,2252037.31,12997200,12535605.82,2713631.49,12373200,12064019.86,3022811.63,11950300,11999433.63,2973678,12371900,12725885.02,2619692.98,12621400,12045485.07,3195607.91,12393600,12337272.06,3251935.85,11714900,11427392.19,3539443.66,11750400,11307208.29,3982635.37,11463000,11852663.18,3592972.19,11964900,15240306.45,317565.74,145754800
1136,3609030,2019,Ensuring the activities of archival institutions and institutions of the insurance fund of documentation,Забезпечення діяльності архівних установ та установ страхового фонду документації,13407900,10811542.07,2596357.93,13742000,13266566.81,3071791.12,17251600,13895955.33,6427435.79,15252100,13738862.2,7940673.59,13761000,13579953.29,8121720.3,15250500,14324999.7,9047220.6,17014400,15387363.89,10674256.71,14337400,14464423.11,10547233.6,13606100,12440791.31,11712542.29,13069900,13486169.41,11296272.88,13270000,13401556.11,11164716.77,14422200,24269998.36,1316918.41,174385100
1137,3609030,2020,Ensuring the activities of archival institutions and institutions of the insurance fund of documentation,Забезпечення діяльності архівних установ та установ страхового фонду документації,13679300,11556770.19,2122529.81,13725400,12984342.56,2863587.25,13658100,12841461.76,3680225.49,13739400,12249498.51,5170126.98,15101400,14567483.07,5704043.91,16616700,16661579.37,5659164.54,16561900,16816007.87,5405056.67,16549200,15317181.08,6637075.59,15744700,15666793.39,6714982.2,16006900,14565131.62,8156750.58,14308600,13243762.26,9221588.32,13281900,20924652.39,1578835.93,178973500
1138,3609030,2021,Ensuring the activities of archival institutions and institutions of the insurance fund of documentation,Забезпечення діяльності архівних установ та установ страхового фонду документації,16756000,14269834.63,2486165.37,16756100,14742535.97,4499729.4,16689300,18156655.18,3032374.22,18817900,17426729.45,4423544.77,18818000,18060740.19,5180804.58,19904300,19583010.42,5502094.16,19837500,19958861.18,5380732.98,19837600,19084789.97,6133543.01,19430300,18983358.72,6580484.29,20209400,18030470.39,8759413.9,21155300,18742199.34,11172514.56,25127900,35474674.8,825739.76,233339600
1139,3801010,2018,Information Policy Management and Management,Керівництво та управління у сфері інформаційної політики,1201700,1066895.51,134804.49,1239500,1095778.21,278526.28,1237500,1123115.49,392910.79,1447900,1267304.68,573506.11,1462400,1392028.65,643877.46,1613600,1474556.2,782921.26,1623000,1735423.78,670497.48,1642000,1695513.57,616983.91,1510400,1572307.78,555076.13,1359400,1374915.1,539561.03,1359400,1286347.45,612613.58,1396500,1895654.68,113458.9,17093300
1140,3801010,2019,Information Policy Management and Management,Керівництво та управління у сфері інформаційної політики,1232100,1136550.72,95549.28,1241500,1187682.11,149367.17,1356000,1198570.81,306796.36,1492700,1368242.35,431254.01,1511600,1446533.65,496320.36,1890100,1437562.56,948857.8,1890100,1506589.45,1332368.35,1918300,1579701.04,1670967.31,2014700,1507697.56,2177969.75,2100400,1389719.3,2888650.45,16707200,1537812.62,18058037.83,6668100,5687526.59,19038611.24,40022800
1141,3801010,2020,"Management and management in the field of culture, youth and sports","Керівництво та управління у сфері культури, молоді та спорту",13865400,11881250.59,1984149.41,14108200,13179514.85,2912834.56,18742000,16137811.24,5517023.32,17221400,12763811.68,9974611.64,12784200,9932396.34,12826415.3,12789200,12694822.18,12920793.12,12760000,11000678.89,14680114.23,13333800,10041300.19,17972614.04,11115800,11038256.08,18050157.96,10339500,12016312.69,16373345.27,11103100,10957111.37,16519333.9,11173700,18276157.42,9416876.48,159336300
1142,3801010,2021,Culture and Information Policy Management and Management,Керівництво та управління у сфері культури та інформаційної політики,5589000,4743706.67,845293.33,8860400,8011079.11,1694614.22,8775900,7941636.62,2528877.6,9681300,8747166.95,3463010.65,10363500,8602415.12,5224095.53,12043300,9735978.86,7531416.67,11858800,10244716.46,9145500.21,12005900,9447905.87,11703494.34,10854500,11756285.7,10801708.64,10417000,11748172.55,9470536.09,10842600,9883480.56,10429655.53,11343000,15432068.5,6340587.03,122635200
1143,3801020,2018,"Production and broadcast of broadcasting programs for state needs, collection, processing and distribution of official information products, financial support of the state foreign language system of Ukraine","Виробництво та трансляція телерадіопрограм для державних потреб, збирання, обробка та розповсюдження офіційної інформаційної продукції, фінансова підтримка системи державного іномовлення України",27745100,10483217.69,17261882.31,27745100,11202799.66,33804182.65,59239900,29818550.43,63225532.22,60119200,20864296.75,102480435.5,62221700,20661042.18,144041093.3,60511600,21604058.83,182948634.5,31995300,21578695.19,193365239.3,36258200,29981269,199642170.3,29841600,28732140.7,200751629.6,29194600,41624968.19,188321261.4,28994600,68877174.63,148438686.8,29331900,176854551,916035.74,483198800
