,kpkv,year,name_eng,name_ukr,m_1_plan,m_1_fact,m_1_nspend,m_2_plan,m_2_fact,m_2_nspend,m_3_plan,m_3_fact,m_3_nspend,m_4_plan,m_4_fact,m_4_nspend,m_5_plan,m_5_fact,m_5_nspend,m_6_plan,m_6_fact,m_6_nspend,m_7_plan,m_7_fact,m_7_nspend,m_8_plan,m_8_fact,m_8_nspend,m_9_plan,m_9_fact,m_9_nspend,m_10_plan,m_10_fact,m_10_nspend,m_11_plan,m_11_fact,m_11_nspend,m_12_plan,m_12_fact,m_12_nspend,Annual Plan
1642,2407170,2020,"Implementation of the State Investment Project ""Measures to ensure comprehensive flood protection against the harmful effects of rural and agricultural land in Lviv region""","Реалізація державного інвестиційного проекту ""Заходи із забезпечення комплексного протипаводкового захисту від шкідливої дії вод сільських населених пунктів та сільськогосподарських угідь у Львівській області""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0
1542,2407700,2018,"Conducting emergency work on the elimination of the consequences of an emergency situation that happened on December 15 - 17, 2017 in the territory of Transcarpathian region","Проведення аварійно-відновних робіт з ліквідації наслідків надзвичайної ситуації, що сталася 15 - 17 грудня 2017 р. на території Закарпатської області",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23812000,6264274.86,17547725.14,5953463,16573912.98,6927275.16,29765463
1543,2407700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1544,2407700,2020,Urgent measures to eliminate the consequences of an emergency that emerged in June 2020 in the territory of the western regions of Ukraine,"Проведення невідкладних заходів з ліквідації наслідків надзвичайної ситуації, яка виникла у червні 2020 року на території західних областей України",,,,,,,,,,,,,,,,,,,92000000,57878.4,91942121.6,,,,,,,,,,,,,,,,92000000
598,2407800,2018,Reconstruction of hydrotechnical structures of protective arrays of Dnieper reservoirs,Реконструкція гідротехнічних споруд захисних масивів дніпровських водосховищ,0,0,0,0,0,0,0,0,0,2204400,0,2204400,2204400,4361541.85,47258.15,2204400,2218053.32,33604.83,2204400,1659509.92,578494.91,2204400,435654.11,2347240.8,4408800,2231397.13,4524643.67,6613300,10165215.91,972727.76,8817700,6121221.46,3669206.3,13226600,14271827.88,2623978.42,44088400
599,2407800,2019,"Implementation of the State Investment Project ""Reconstruction of hydraulic structures of protective arrays of Dnipro reservoirs""","Реалізація державного інвестиційного проекту ""Реконструкція гідротехнічних споруд захисних масивів дніпровських водосховищ""",0,0,0,0,0,0,0,0,0,4000000,0,4000000,4000000,0,8000000,3000000,0,11000000,0,0,11000000,0,1763647.8,9236352.2,9000000,0,18236352.2,8000000,12873468.82,13362883.38,9000000,2040523.1,20322360.28,8000000,19803241.68,8519118.6,45000000
600,2407800,2020,"Implementation of the State Investment Project ""Reconstruction of hydraulic structures of protective arrays of Dnipro reservoirs""","Реалізація державного інвестиційного проекту ""Реконструкція гідротехнічних споруд захисних масивів дніпровських водосховищ""",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0
601,2408010,2018,Management and Management of Activity in the Exclusion Area,Керівництво та управління діяльністю у зоні відчуження,896500,241000,655500,906700,1000893.47,561306.53,998300,1260269.41,299337.12,998300,911607.53,386029.59,1002700,1225152.98,163576.61,1022600,1072403.14,113773.47,1024700,1031576.67,106896.8,1029100,914341.18,221655.62,1040200,1147625.77,114229.85,1008100,905742.02,216587.83,1008100,984565.59,240122.24,5704100,5346503.92,597718.32,16639400
602,2408010,2019,Management and Management of Activity in the Exclusion Area,Керівництво та управління діяльністю у зоні відчуження,1211700,809182.69,402517.31,1227000,1035083.62,594433.69,1354300,987817.25,960916.44,1340000,1282589.61,1018326.83,1512700,1480628,1050398.83,1419200,1795861.78,673737.05,1418300,1659705.35,432331.7,1425800,1203704.35,654427.35,1318600,1390204.32,582823.03,1353100,1268822.44,667100.59,1446500,1177280.37,936320.22,1406900,1819156.87,524063.35,16434100
603,2408010,2020,Management and Management of Activity in the Exclusion Area,Керівництво та управління діяльністю у зоні відчуження,1477100,957939.97,519160.03,1568000,1214944.55,872215.48,1596300,1426266.73,1042248.75,1612200,1185651.53,1468797.22,1692100,1312170.96,1848726.26,1702000,1477487.63,2073238.63,0,1592589.93,0,,,,,,,,,,,,,,,,9647700
604,2408070,2018,Radiological protection of the population and ecological rehabilitation of the territory that has undergone radioactive contamination,"Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення",273500,136364.84,137135.16,273500,247508.01,163127.15,273500,287948.29,148678.86,273500,257915.59,164263.27,273500,259786.03,177977.24,273500,215722.85,235754.39,273500,283872.49,225381.9,273500,360766.05,138115.85,273500,282911.63,128704.22,274200,243269.19,159635.03,274200,300083.09,133751.94,275900,405892.71,3759.23,3285800
605,2408070,2019,Radiological protection of the population and ecological rehabilitation of the territory that has undergone radioactive contamination,"Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення",296900,161326.69,135573.31,296900,267757.3,164716.01,296900,282471.77,179144.24,297000,271512.24,204632,297000,307790.86,193841.14,297000,329222.28,161618.86,297000,285797.07,172821.79,297000,290540.84,179280.95,297000,145462.96,330817.99,297000,442364.5,185453.49,297000,267972.72,214480.77,297000,463825.88,47654.89,3563700
606,2408070,2020,Radiological protection of the population and ecological rehabilitation of the territory that has undergone radioactive contamination,"Радіологічний захист населення та екологічне оздоровлення території, що зазнала радіоактивного забруднення",319500,198133.78,121366.22,319500,237604.56,203261.66,319500,373411.82,149349.84,319600,82134.31,386815.53,319600,458746.15,247669.38,319600,367939.69,199329.69,0,329505.88,0,,,,,,,,,,,,,,,,1917300
607,2408080,2018,Preserving the ethno -cultural heritage of the regions affected by the consequences of the Chornobyl disaster,"Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи",383600,342568.81,41031.19,394000,353934.72,81096.47,393100,362254.1,111942.37,420400,379115.86,153226.51,425400,410756.09,167870.42,424700,395042.03,197528.39,427400,475807.71,149120.68,432400,445286.22,136234.46,465900,366349.26,235785.2,493900,409821.74,319863.46,521100,386803.5,454159.96,1328900,1161299.3,621760.66,6110800
608,2408080,2019,Preserving the ethno -cultural heritage of the regions affected by the consequences of the Chornobyl disaster,"Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи",491800,359477.06,132322.94,519800,437269.73,214853.21,584400,492730.05,306523.16,531900,535366.11,303057.05,555200,549143.17,309113.88,607300,410900.5,505513.38,612800,574441.12,543872.26,642400,582725.44,603546.82,669600,445252.45,827894.37,676300,563313.12,940881.25,688800,584443.54,1045237.71,717000,1210796.57,551441.14,7297300
609,2408080,2020,Preserving the ethno -cultural heritage of the regions affected by the consequences of the Chornobyl disaster,"Збереження етнокультурної спадщини регіонів, постраждалих від наслідків Чорнобильської катастрофи",530400,452292.13,78107.87,558400,569875.75,66632.12,570000,540615.94,96016.18,570000,488687.43,177328.75,650000,530250.76,297077.99,713000,626969.57,383108.42,0,677637.58,0,,,,,,,,,,,,,,,,3591800
610,2408090,2018,"Performing works in the field of radioactive waste of a non -nuclear cycle, construction of the VECTE complex and operation of its objects","Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів",12429000,6121202.42,6307797.58,11828000,7527686.46,10608111.12,10970400,13921332.91,7657178.21,10668600,10334825.34,7990952.87,10788600,8756432.83,10023120.04,10868600,8933109.41,11958610.63,0,6500973.85,5457636.78,0,2390920.29,3066716.49,0,207691.02,2859025.47,0,637269.78,2221755.69,0,159972.4,2061783.29,0,1980139.52,81643.77,67553200
611,2408090,2019,"Performing works in the field of radioactive waste of a non -nuclear cycle, construction of the VECTE complex and operation of its objects","Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів",2553200,862900,1690300,0,1108109.75,582190.25,0,279825.87,302364.38,0,62154.76,240209.62,0,45072.58,195137.04,0,38933.4,156203.64,0,39294.72,116908.92,0,8839.57,108069.35,0,3136.05,104933.3,0,12279.33,92653.97,0,75296.06,17357.91,0,7142,10215.91,2553200
612,2408090,2020,"Performing works in the field of radioactive waste of a non -nuclear cycle, construction of the VECTE complex and operation of its objects","Виконання робіт у сфері поводження з радіоактивними відходами неядерного циклу, будівництво комплексу ""Вектор"" та експлуатація його об'єктів",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,0
613,2408110,2018,Maintaining an environmentally safe condition in exclusion zones and unconditional (compulsory) resettlement,Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення,35101000,22246729.15,12854270.85,34943200,30840171.8,16957299.05,34082600,30693871.38,20346027.67,37236500,30108807.61,27473720.06,37615200,28515657.96,36573262.1,37507000,33558755.43,40521506.67,38595100,29444189.57,49672417.1,37170000,34073020.98,52769396.12,34530900,27722665.08,59577631.04,36896000,31406247.54,65067383.5,35836200,34466702.41,66436881.09,24400300,88882656.99,1954524.1,423914000
614,2408110,2019,Maintaining an environmentally safe condition in exclusion zones and unconditional (compulsory) resettlement,Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення,36993300,19905173.63,17088126.37,37142300,40491861.42,13738564.95,37814100,38462828.42,13089836.53,38833300,32557365.43,19365771.1,39168600,39047095.07,19487276.03,38168600,32586993.07,25068882.96,38168600,45632735.43,17604747.53,38418600,35990506.72,20032840.81,41178600,37161075.68,24050365.13,43736800,34217957.12,33569208.01,47958600,41047060.62,40480747.39,56340700,93975312.16,2846135.23,493922100
615,2408110,2020,Maintaining an environmentally safe condition in exclusion zones and unconditional (compulsory) resettlement,Підтримка екологічно безпечного стану у зонах відчуження і безумовного (обов'язкового) відселення,28881000,22563973.41,6317026.59,28881400,14494294.01,20704132.58,28875600,44057528.96,5522203.62,31363500,30673643.95,6212059.67,54330600,28127489.14,32415170.53,34444800,57424167.2,9435803.33,0,35983017.05,0,,,,,,,,,,,,,,,,206776900
616,2408120,2018,Support in safe state of power units and shelter facility and measures to prepare for the decommissioning of the Chornobyl NPP,"Підтримка у безпечному стані енергоблоків та об'єкта ""Укриття"" та заходи щодо підготовки до зняття з експлуатації Чорнобильської АЕС",75139100,44578144.33,30560955.67,65368600,30420565.72,65508989.95,66599800,112318572.3,19790217.65,76870400,74396792.08,22263825.57,76357100,64512651.34,34108274.23,82847700,64214066.77,52741907.46,82618900,70901448.04,64459359.42,82394000,63874260.27,82979099.15,82544600,59671162.72,105852536.4,81046300,71617811.8,115281024.6,65120200,128272578.7,52128645.97,96569500,148684031.1,14114.87,933476200
617,2408120,2019,Support in safe state of power units and shelter facility and measures to prepare for the decommissioning of the Chornobyl NPP,"Підтримка у безпечному стані енергоблоків та об'єкта ""Укриття"" та заходи щодо підготовки до зняття з експлуатації Чорнобильської АЕС",101239500,62701628.5,38537871.5,101239700,38372696.12,101404875.4,101239700,168965069.6,33679505.82,109989700,88755267.38,54913938.44,109952700,97967729.86,66898908.58,109195600,101599419.4,74495089.19,109195600,118562540.1,65128149.07,109392400,95640634.89,78879914.18,116791300,95364819.26,100306394.9,124239700,119129600.9,105416494,130316300,113867318.2,121865475.8,116807000,237695851.9,976623.84,1339599200
618,2408120,2020,Support in safe state of power units and shelter facility and measures to prepare for the decommissioning of the Chornobyl NPP,"Підтримка у безпечному стані енергоблоків та об'єкта ""Укриття"" та заходи щодо підготовки до зняття з експлуатації Чорнобильської АЕС",73300000,65235825.21,8064174.79,73300000,66543284.89,14820889.9,73300000,87902956.41,217933.49,80800000,80988933.49,29000,165796900,112186489.1,53639410.95,123820800,107004912,70455298.93,0,116844312.8,0,,,,,,,,,,,,,,,,590317700
1509,2408130,2018,Development of e -government in the field of management of the exclusion zone,Розвиток електронного урядування у сфері управління зоною відчуження,,,,,,,,,,,,,,,,,,,,,,0,0,0,2000000,0,2000000,0,0,2000000,0,0,2000000,0,1989420.32,10579.68,2000000
1643,2408140,2019,"Implementation of the State Investment Project ""Restoration of Objects of Transport Infrastructure","Реалізація державного інвестиційного проекту ""Відновлення об'єктів транспортної інфраструктури зони відчуження""",0,0,0,0,0,0,0,0,0,3321400,0,3321400,1421400,0,4742800,1821400,0,6564200,1721400,0,8285600,1021400,0,9307000,2342700,0,11649700,13664100,0,25313800,21485400,0,46799200,0,0,25277400,46799200
1644,2408140,2020,"Implementation of the State Investment Project ""Restoration of Objects of Transport Infrastructure","Реалізація державного інвестиційного проекту ""Відновлення об'єктів транспортної інфраструктури зони відчуження""",0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1545,2408700,2018,Conducting measures related to prevention of emergencies in the exclusion zone and zone of unconditional (compulsory) resettlement,"Проведення заходів, пов'язаних із запобіганням виникненню надзвичайних ситуацій у зоні відчуження та зоні безумовного (обов'язкового) відселення",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52640800,0,52640800,0,49908038.5,2732761.5,52640800
1546,2408700,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1547,2408700,2020,Implementation of measures to prevent and eliminate the consequences of emergencies related to fires,"Здійснення заходів щодо запобігання та ліквідації наслідків надзвичайних ситуацій, пов'язаних з пожежами",,,,,,,,,,34810000,0,34810000,0,492537.6,34317462.4,0,211150.8,34106311.6,0,351549.2,33754762.4,0,0,33754762.4,,,,,,,,,,,,,34810000
1804,2409010,2019,Forestry Management and Management,Керівництво та управління у сфері лісового господарства,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116407400,0,116407400,10241300,125725301.1,923398.93,126648700
1805,2409010,2020,Forestry Management and Management,Керівництво та управління у сфері лісового господарства,10283900,9337151.4,946748.6,10296300,10133041.55,1110007.05,10303800,10149197.43,1264609.62,10290400,10015450.39,1539559.23,11561700,10604584.02,2496675.21,12819200,12211801.3,3104073.91,0,12350507.15,0,0,0,0,,,,,,,,,,,,,65555300
1806,2409020,2019,"Research, applied development and training of scientific personnel in the field of forestry","Дослідження, прикладні розробки  та підготовка наукових кадрів у сфері лісового господарства",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13754500,0,13754500,1097100,14851600,0,14851600
1807,2409060,2019,"Forestry and hunting, protection and protection of forests in the forest fund","Ведення лісового і мисливського господарства, охорона і захист лісів в лісовому фонді",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133842800,0,133842800,11638500,144653990.6,827309.36,145481300
1808,2409060,2020,"Forestry and hunting, protection and protection of forests in the forest fund","Ведення лісового і мисливського господарства, охорона і захист лісів в лісовому фонді",11906300,11109579.71,796720.29,12011200,5652838.61,7155081.68,12002000,18188778.87,968302.81,11990500,11896222.72,1062580.09,13514500,12594665.66,1982414.43,14992800,14749277.29,2225937.14,0,15007904.39,0,0,0,0,,,,,,,,,,,,,76417300
2000,2409700,2020,Implementation of measures to prevent and eliminate the consequences of emergencies related to fires,"Здійснення заходів щодо запобігання та ліквідації наслідків надзвичайних ситуацій, пов'язаних з пожежами",,,,,,,,,,10052900,0,10052900,0,21230,10031670,0,4205052,5826618,0,1390000,4436618,0,0,4436618,,,,,,,,,,,,,10052900
2021,2409710,2020,Implementation of measures to eliminate the consequences of an emergency related to fires in the territory of Zhytomyr region,"Здійснення заходів з ліквідації наслідків надзвичайної ситуації, пов'язаної з пожежами на території Житомирської області",,,,,,,,,,,,,0,0,0,37670000,0,37670000,0,4956440,32713560,0,2240979,30472581,,,,,,,,,,,,,37670000
2030,2409720,2020,Urgent measures to eliminate the consequences of an emergency that emerged in June 2020 in the territory of the western regions of Ukraine,"Проведення невідкладних заходів з ліквідації наслідків надзвичайної ситуації, яка виникла у червні 2020 року на території західних областей України",,,,,,,,,,,,,,,,,,,30000000,0,30000000,,,,,,,,,,,,,,,,30000000
1645,2411020,2019,Subsidy from the state budget to local budgets for environmental measures at communal property objects,Субвенція з державного бюджету місцевим бюджетам на здійснення природоохоронних заходів на об’єктах комунальної власності,0,0,0,30000000,0,30000000,57971900,0,87971900,57971900,0,145943800,57971900,0,203915700,57971900,0,261887600,57971900,319859500,0,100000000,100000000,0,100000000,100000000,0,30000000,30000000,0,20000000,20000000,0,9859400,0,99711266,579718900
1889,2411030,2020,Subsidy from the state budget to local budgets to finance measures of socio-economic compensation for the risk of the population living in the area of вЂ‹вЂ‹observation area,"Субвенція з державного бюджету місцевим бюджетам на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження",0,0,0,0,0,0,0,0,0,15277600,0,15277600,15277600,0,30555200,15277600,0,45832800,15277600,0,61110400,15277600,0,76388000,15277600,91665600,0,15277600,15277600,0,15277600,15277600,0,15278700,0,29248421.74,137499500
1890,2411030,2021,Subsidy from the state budget to local budgets to finance measures of socio-economic compensation for the risk of the population living in the area of вЂ‹вЂ‹observation area,"Субвенція з державного бюджету місцевим бюджетам на фінансування заходів соціально-економічної компенсації ризику населення, яке проживає на території зони спостереження",0,0,0,0,0,0,0,0,0,15277600,0,15277600,15277600,0,30555200,15277600,0,45832800,15277600,0,61110400,15277600,0,76388000,15277600,0,91665600,15277600,0,106943200,15277600,0,122220800,15278700,0,137499500,137499500
619,2501010,2018,Management and management in the field of social policy,Керівництво та управління у сфері соціальної політики,12787600,10530440.2,2257159.8,13122000,12916922.9,2462236.9,13076800,13349893.95,2189142.95,33941700,14836465.53,21294377.42,25178600,17509099.52,28963877.9,19660000,21697620.4,26926257.5,19899100,20868829.67,25956527.83,19991100,21254039.08,24693588.75,19435600,19552697.78,24576490.97,18230000,21331080.3,21475410.67,17795200,19385286.84,19885323.83,20252900,36601182.14,3537041.69,233370600
620,2501010,2019,Management and management in the field of social policy,Керівництво та управління у сфері соціальної політики,22543600,15637884.18,6905715.82,21076800,18186569.9,9795945.92,22152600,19472046.01,12476499.91,21277000,20263998.32,13489501.59,21444200,20679686.64,14254014.95,25365600,24603107.53,15016507.42,22904000,24993405.29,12927102.13,21592000,24887150.72,9631951.41,21823300,22047426.81,9407824.6,20392700,21899008.9,7901515.7,20559400,20736435.75,7724479.95,20556100,26272094.79,2008485.16,261687300
621,2501010,2020,Management and management in the field of social policy,Керівництво та управління у сфері соціальної політики,23481000,22023875.47,1457124.53,13558400,13037662.14,1977862.39,25419300,18375275.28,9021887.11,20330900,14387933.22,14964853.89,15921700,15295419.86,15591134.03,16021400,16406640.55,15205893.48,16226400,19048534.19,12383759.29,17492800,15528374.97,14348184.32,17348700,18050019,13646865.32,16613200,15795426.63,14464638.69,16348300,14439013.52,16373925.17,15593200,26075312.89,5891812.28,214355300
622,2501010,2021,Management and management in the field of social policy,Керівництво та управління у сфері соціальної політики,14069500,11642087.64,2427412.36,17849600,13220356.45,7056655.91,13387700,12985077.79,7459278.12,13350700,13984773.45,6825204.67,14480700,13765596.03,7540308.64,14710800,14439169.72,7811938.92,14679600,17033990.09,5457548.83,14929900,13510091.91,6877356.92,13866700,14435010.36,6309046.56,13950300,15645640.85,4613705.71,13148300,13600619.19,4161386.52,13278500,16750778.6,689107.92,171702300
1891,2501030,2020,"Payment of some types of benefits, compensation, cash and payment for services to certain categories of population","Виплата деяких видів допомог, компенсацій, грошового забезпечення та оплата послуг окремим категоріям населення",4766365200,4216238379,550126821.1,5214588200,4673430428,1091284594,5297936600,4813361187,1575860007,5549917300,5327691103,1798086204,5586606000,4855352535,2529339669,2184393700,4665364429,48368939.6,8517088700,5090749101,3474708539,5307479200,4402716632,4379471107,5309049100,4444559637,5243960570,5318546100,5194656445,5367850225,5283359900,5296925771,5354284354,649929600,5836270224,167943730.5,58985259600
1892,2501030,2021,"Payment of some types of benefits, compensation, cash and payment for services to certain categories of population","Виплата деяких видів допомог, компенсацій, грошового забезпечення та оплата послуг окремим категоріям населення",5508551000,4686330291,822220708.8,4964889600,5214153730,572956578.5,5026692100,4995995847,603652831.2,4819553000,4997418514,425787317.4,5127692100,4773418855,780060562.7,5499132600,4701419721,1577773441,4473990100,4835143510,1216620031,4613970900,5154348752,676242179.3,4828392100,5060897586,443736693.7,5739516900,5254151677,929101916.9,5749389600,5005868792,1672622725,5694791600,6331727632,1035686693,62046561600
623,2501040,2018,"Applied scientific and scientific and technical developments, training of scientific personnel in the field of social policy","Прикладні наукові та науково-технічні розробки, підготовка наукових кадрів у сфері соціальної політики",1214500,808101.72,406398.28,1211600,1501721.66,116276.62,1203400,1150590.35,169086.27,1263700,1200131.74,232654.53,1288700,1227453.05,293901.48,1725400,1351620.23,667681.25,1390500,1310438.92,747742.33,1445400,1208229.7,984912.63,1054100,1188537.09,850475.54,1124300,1237553.95,737221.59,1186200,1259393.55,664028.04,1446600,2104241.96,6386.08,15554400
624,2501040,2019,"Applied scientific and scientific and technical developments, training of scientific personnel in the field of social policy","Прикладні наукові та науково-технічні розробки, підготовка наукових кадрів у сфері соціальної політики",1434500,1231238.46,203261.54,1488500,1380760.41,311001.13,1480900,1362557.22,429343.91,1497800,1405956.61,521187.3,1526500,1465640.93,582046.37,1843700,1369954.29,1055792.08,1478200,1474387.2,1059604.88,1506600,1306189.63,1260015.25,1418200,1394746.61,1283468.64,1444900,1415395.91,1312972.73,1463500,1611401.15,1165071.58,1606600,2673859.5,97812.08,18189900
625,2501040,2020,Scientific and scientific and technical activity in the field of social policy,Наукова і науково-технічна діяльність у сфері соціальної політики,1546500,1132325.45,414174.55,1546300,1227265.96,733208.59,1551500,1198716.74,1085991.85,1544700,798472.22,1832219.63,1548500,1454168.73,1926550.9,1551600,1209685.64,2268465.26,1575900,1488745.36,2355619.9,1578900,1046740.26,2887779.64,1506800,1210494.32,3184085.32,1527400,1634773.61,3076711.71,1531900,1410412.42,3198199.29,1532000,1992947.74,2737251.55,18542000
626,2501040,2021,Scientific and scientific and technical activity in the field of social policy,Наукова і науково-технічна діяльність у сфері соціальної політики,1595400,1222787.13,372612.87,1596000,1336039.7,632573.17,1571100,1658866.09,544807.08,1599200,1466325.13,677681.95,1600400,1421243,856838.95,2044200,1623531.05,1277507.9,2044200,1745618.02,1576089.88,2074900,1370446.52,2280543.36,1631700,1549096.18,2363147.18,1673200,1549661.59,2486685.59,1756300,1705169.49,2537816.1,646100,3123472.56,60443.54,19832700
627,2501060,2018,Advanced training of employees of the social protection system,Підвищення кваліфікації працівників системи соціального захисту,40800,0,40800,46000,25583.63,61216.37,46000,45616.93,61599.44,36800,59665.17,38734.27,43500,60633.22,21601.05,36000,37602.55,19998.5,36000,36089.53,19908.97,36000,39035.77,16873.2,35900,39906.89,12866.31,40300,43010.84,10155.47,45900,43826.94,12228.53,45300,57515.94,12.59,488500
628,2501060,2019,Advanced training of employees of the social protection system,Підвищення кваліфікації працівників системи соціального захисту,58700,6062.08,52637.92,58700,40414.86,70923.06,58700,96077.73,33545.33,51100,33760.54,50884.79,51100,15631.12,86353.67,52200,83912.03,54641.64,52200,19835.32,87006.32,52200,67877.17,71329.15,52200,78629.83,44899.32,52200,20993.17,76106.15,52200,47098.55,81207.6,52600,132436.84,1370.76,644100
629,2501060,2020,Advanced training of social work professionals and other social protection workers,Підвищення кваліфікації фахівців із соціальної роботи та інших працівників системи соціального захисту,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
630,2501060,2021,Advanced training of social work professionals and other social protection workers,Підвищення кваліфікації фахівців із соціальної роботи та інших працівників системи соціального захисту,0,0,0,0,0,0,0,0,0,0,0,0,122400,0,122400,122400,0,244800,122400,0,367200,122400,0,489600,122400,51809.4,560190.6,122400,69447.2,613143.4,122400,503034,232509.4,0,190379.61,42129.79,856800
631,2501070,2018,"Specialized prosthetic orthopedic and medical rehabilitation assistance to the disabled at the clinic of the research institute of prosthetics, prosthesis and restoration of performance","Спеціалізована протезно-ортопедична та медично-реабілітаційна допомога інвалідам у клініці Науково-дослідного інституту протезування, протезобудування та відновлення працездатності",1789000,409599.88,1379400.12,2102000,2637884.21,843515.91,2104200,2063566.49,884149.42,1845400,1927666.37,801883.05,1770900,1726734.17,846048.88,1843800,1907760.5,782088.38,1985500,1999024.69,768563.69,1985500,1405769.86,1348293.83,1786300,1627371.31,1507222.52,2089800,1737383.2,1859639.32,2041000,2121209.91,1779429.41,62040900,63423766.32,396563.09,83384300
632,2501070,2019,"Specialized prosthetic orthopedic and medical rehabilitation assistance to persons with disabilities at the clinic of research institute of prosthetics, prosthesis and restoration of working capacity","Спеціалізована протезно-ортопедична та медично-реабілітаційна  допомога особам з інвалідністю у клініці Науково-дослідного інституту протезування, протезобудування та відновлення працездатності",2040600,1047899.82,992700.18,2362000,2241384.93,1113315.25,2362000,2156217.49,1319097.76,2146800,2156540.22,1309357.54,1963700,1840232.97,1432824.57,91079300,2257393.14,90254731.43,2441200,2318065.76,90377865.67,2441200,1647823.27,91171242.4,1963000,61609140.65,31525101.75,2283600,13101155.11,20707546.64,2400500,13206269.72,9901776.92,2400400,11658677.06,643499.86,115884300
633,2501070,2020,"Specialized prosthetic orthopedic and medical rehabilitation assistance to persons with disabilities at the clinic of research institute of prosthetics, prosthesis and restoration of working capacity","Спеціалізована протезно-ортопедична та медично-реабілітаційна допомога особам з інвалідністю у клініці Науково-дослідного інституту протезування, протезобудування та відновлення працездатності",2399700,1179861.7,1219838.3,2494700,2158518.35,1556019.95,2484400,2651434.31,1388985.64,2416400,1793551.82,2011833.82,2204200,2033177.7,2182856.12,2205200,2660048.59,1728007.53,2362000,2450371.26,1639636.27,2362100,1714343.87,2287392.4,2313200,2123861.47,2476730.93,2638300,2309975.53,2805055.4,2667500,2564090.18,2908465.22,2717400,3711275.47,1914589.75,29265100
634,2501070,2021,"Specialized prosthetic orthopedic and medical rehabilitation assistance to persons with disabilities at the clinic of research institute of prosthetics, prosthesis and restoration of working capacity","Спеціалізована протезно-ортопедична та медично-реабілітаційна  допомога особам з інвалідністю у клініці Науково-дослідного інституту протезування, протезобудування та відновлення працездатності",2821600,1556196.95,1265403.05,3109600,2431726.01,1943277.04,3111100,3379513.82,1674863.22,3021000,2746425.9,1949437.32,2604500,2749718.98,1804218.34,2585800,3068507.67,1321510.67,2817700,2762727.01,1376483.66,2810700,2158890.26,2028293.4,2621700,2439453.28,2210540.12,2966100,2446492.21,2730147.91,3032200,3835097.41,1927250.5,2998700,4429936.72,496013.78,34500700
635,2501080,2018,Financial Support for Creating Jobs for Reproduction and Development of Infrastructure of Donetsk Oblast,Фінансова підтримка заходів із створення робочих місць для відтворення та розвитку інфраструктури Донецької області,803400,0,803400,654000,0,1457400,0,0,1457400,4194100,0,5651500,4991800,0,10643300,4473100,0,15116400,3957100,0,19073500,3906400,0,22979900,8619800,0,31599700,11909300,0,43509000,14219900,0,57728900,22271100,61699060.9,18300939.1,80000000
636,2501090,2018,"Creation and software and technical support of the information and analytical support system, information and methodological support and production of forms of certificates and breastplates for the social protection system","Створення і програмно-технічне забезпечення системи інформаційно-аналітичної підтримки, інформаційно-методичне забезпечення та виготовлення бланків посвідчень і нагрудних знаків для системи соціального захисту",0,0,0,0,0,0,2416000,565135.22,1850864.78,2416000,0,4266864.78,3234400,32000,7469264.78,3234400,99936,10603728.78,3234400,6469468.34,7368660.44,3234500,112285,10490875.44,3234500,1776214.42,11949161.02,3234600,0,15183761.02,2417100,12000,17588861.02,2417100,17644515.27,2361445.75,29073000
